web_scraper_order,web_scraper_start_url,sku,position,description,name,data,data2,data3,brand,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778257444-185","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT173","207","Socket AMD Ryzen AM5. DDR5. RGB","Mother Asrock B650M Pro RS AM5 Wi-Fi 6E","","","","ASROCK","Cód.",",10","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40683.jpg"
"1778257444-186","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT200","207","Socket 1700 Intel 12a, 13a, 14a gen DDR5","Mother Asrock B760M PG Riptide LGA 1700 WiFi","","","","ASROCK","Cód.",",10","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40827.jpg"
"1778257444-187","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXC25XBK","208","Garantía: 1 AÑO / NUEVO","Gabinete Gamer CORSAIR 2500X Vidrio Templado USB-C y Audio Frontal CC-9011265-WW","","","","CORSAIR","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_26739.jpg"
"1778257444-188","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFX25XWH","208","Garantía: 1 AÑO / NUEVO","Gabinete Gamer CORSAIR 2500X Vidrio Templado USB-C y Audio Frontal CC-9011265-WW Blanco","","BLANCO","","CORSAIR","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_37143.jpg"
"1778257444-189","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFX45XR","209","Garantía: 1 AÑO / NUEVO","Gabinete CORSAIR Frame 4500x RS-R ARGB Blanco CC-9011315-WW","","BLANCO","","CORSAIR","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40008.jpg"
"1778257444-190","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXCGX85W","214","Garantía: 7 AÑOS / NUEVO","Fuente De Poder ATX 3.1 SEASONIC RCore 850w 80 Plus Gold Gx-850 Full Modular PCI-e 5.1 SRP-CGX851 Blanco","","BLANCO","","SEASONIC","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_39641.jpg"
"1778257444-191","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXS1632","214","Garantía: 2 AÑOS / NUEVO","Memoria Ram CORSAIR Vengeance 16Gb Ddr4 3200Mhz CL22 Sodimm","","NEGRO","","CORSAIR","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_39777.jpg"
"1778257444-192","https://www.infinit.com.uy/catalogo/hardware/infinit/","TAR209","215","Garantía: 1 AÑO / NUEVO","Tarjeta De Video BIOSTAR RX580 8Gb Gddr5 256bit Amd Radeon Hdmi Dvi Dp AMD XConnect y HDR Ready","","","","BIOSTAR","Cód.",",00","","","Comprar","203","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_18164.jpg"
"1778257444-193","https://www.infinit.com.uy/catalogo/hardware/infinit/","KI9196","218","Garantía: 3 AÑOS / NUEVO","Memoria RAM KINGSTON FURY 8Gb Ddr5 5200Mhz Beast Cl40 Udimm","-3%","NEGRO","3","KINGSTON","Cód.",",00","","","Comprar","224","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_40576.jpg"
"1778257444-194","https://www.infinit.com.uy/catalogo/hardware/infinit/","DWDP4TS3I","220","Garantía: 2 AÑOS / NUEVO","Disco Duro 4Tb WD Purpura 3.5 Sata3 6.0Gbps Intellipower Para Dvr y Sistemas De Seguridad","-2%","PURPURA","2","WD","Cód.",",00","3.5""","Consultar","","224","USD","","","Agotado","Agotado","Medida","Color","",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_38796.jpg"
"1778257444-195","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT179","220","Socket 1700 Intel 12a, 13a, 14a gen. DDR5. RGB","Mother Asrock B760 Pro RS LGA 1700","","","","ASROCK","Cód.",",60","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40674.png"
"1778257444-196","https://www.infinit.com.uy/catalogo/hardware/infinit/","KI9143","224","Garantía: DE POR VIDA / NUEVO","Memoria RAM KINGSTON 16Gb Ddr4 3200Mhz Udimm Para Pc","","","","KINGSTON","Cód.",",00","","","Comprar","140","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_20446.jpg"
"1778257444-197","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXNB32","224","Garantía: 1 AÑO / NUEVO","Memoria Ram NETAC 16Gb Ddr4 3200Mhz CL36 Udimm","-14%","NEGRO","14","NETAC","Cód.",",00","","","Comprar","259","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_30792.jpg"
"1778257444-198","https://www.infinit.com.uy/catalogo/hardware/infinit/","DIS415","226","3 AÑOS DE GARANTIA / NUEVO","Solido Ssd CRUCIAL 1Tb BX500 2.5 Sata3 6.0Gbps Para Pc y Notebooks","","NEGRO","","CRUCIAL","Cód.",",00","2,5""","","Comprar","0","USD","","","En stock","En stock","Medida","Color","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_11546.jpg"
"1778257444-199","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT203","227","Socket 1851 Intel Ultra. DDR5. RGB","Motherboard ASROCK B860M Pro RS LGA 1851","","","","ASROCK","Cód.",",20","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40833.jpg"
"1778257444-200","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT194","230","Socket AMD Ryzen AM4 DDR4","Motherboard ASROCK B550 PG Riptide AM4","","","","ASROCK","Cód.",",30","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40818.jpg"
"1778257444-201","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXTTT50B","232","Garantía: 1 AÑO / NUEVO","Gabinete THERMALTAKE CTE T500 Air Full Tower 2x USB-C 3.2 Vidrio Templado CA-1X8-00F1WN-00","","NEGRO","","THERMALTAKE","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_36740.jpg"
"1778257444-202","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXTTT5S","232","Garantía: 1 AÑO / NUEVO","Gabinete THERMALTAKE CTE T500 Air Full Tower 2x USB-C 3.2 Vidrio Templado CA-1X8-00F1WN-00","","BLANCO","","THERMALTAKE","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_36747.jpg"
"1778257444-203","https://www.infinit.com.uy/catalogo/hardware/infinit/","CAR55600GT","233","Garantía: 3 AÑOS / NUEVO","Procesador CPU AMD Ryzen 5 5600GT 6 Nucleos De 3.6 Hasta 4.6Ghz Video Amd Radeon Vega 7","","","","AMD","Cód.",",00","","","Comprar","231","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_33413.jpg"
"1778257444-204","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXE5GR","236","Garantía: 1 AÑO / NUEVO","Gabinete THERMALTAKE CTE E550 TG Mid Tower Matcha Green USB-C 3.2 Vidrio Templado CA-1Z8-00MEWN-0","-2%","VERDE","2","THERMALTAKE","Cód.",",00","","","Comprar","242","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_36776.jpg"
"1778257444-205","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXC55S","239","Garantía: 1 AÑO / NUEVO","Gabinete THERMALTAKE CTE E550 TG Mid Tower Snow USB-C 3.2 Vidrio Templado CA-1Z8-00M6WN-00","-1%","BLANCO","1","THERMALTAKE","Cód.",",00","","","Comprar","242","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_36764.jpg"
"1778257444-206","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT201","239","Socket 1700 Intel 12a, 13a, 14a gen DDR5","Mother Asrock B760M Steel Legend LGA 1700 WiFi 6","","","","ASROCK","Cód.",",40","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40829.jpg"
"1778257444-207","https://www.infinit.com.uy/catalogo/hardware/infinit/","GCFV270BLACK","241","Garantía: 1 AÑO / NUEVO","Gabinete Gamer COUGAR FV270 + 1 Fan 120mm Argb Mid Tower Usb 3.0 + Usb-C Lateral Vidrio Templado","-5%","NEGRO","5","COUGAR","Cód.",",00","","","Comprar","253","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_34881.jpg"
"1778257444-208","https://www.infinit.com.uy/catalogo/hardware/infinit/","GCFV270WHITE","241","Garantía: 1 AÑO / NUEVO","Gabinete Gamer COUGAR FV270 + 1 Fan 120mm Argb Mid Tower Usb 3.0 + Usb-C Lateral Vidrio Templado Blanco","-5%","BLANCO","5","COUGAR","Cód.",",00","","","Comprar","253","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_35012.jpg"
"1778257444-209","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXN350","244","Garantía: 3 AÑOS / NUEVO","Solido Ssd NETAC 960Gb SA500 2.5 Sata3 6.0Gbps Para Notebooks y Pcs","-18%","","18","NETAC","Cód.",",00","","","Comprar","297","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_25296.jpg"
"1778257444-210","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXRM10E","245","Garantía: 1 AÑO / NUEVO","Fuente De Poder CORSAIR 1000w RM1000e 80 Plus Gold Full Modular LOW NOISE CP-9020297-NA","-6%","","6","CORSAIR","Cód.",",00","","","Comprar","262","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_36947.jpg"
"1778257444-211","https://www.infinit.com.uy/catalogo/hardware/infinit/","MB990GBT29","245","Garantía: 3 AÑOS / NUEVO","Motherboard GIGABYTE B850M EAGLE WIFI6E Am5 Micro ATX Amd Ryzen 2.5Gbe Bluetooth","","","","GIGABYTE","Cód.",",00","","","Comprar","0","USD","Nuevo","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41362.jpg"
"1778257444-212","https://www.infinit.com.uy/catalogo/hardware/infinit/","UAD35GD416G3","246","Garantía: DE POR VIDA / NUEVO","Memoria RAM ADATA Xpg Spectrix D35g 16GB Ddr4 3200Mhz Rgb Udimm","-9%","NEGRO","9","ADATA","Cód.",",00","","","Comprar","269","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_33198.jpg"
"1778257444-213","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXP500","247","Garantía: 3 AÑOS / NUEVO","Fuente De Poder SEASONIC Fanless 500w 80 Plus Platinum Px-500 Full Modular SSR-500PL","","","","SEASONIC","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_35974.jpg"
"1778257444-214","https://www.infinit.com.uy/catalogo/hardware/infinit/","HS0012","247","Garantía: 3 AÑOS / NUEVO","Solido Ssd Nvme M.2 HIKSEMI Wave 1Tb 2280 PCIe Gen 3.0 Para Notebooks y Pcs","-12%","NEGRO","12","HIKSEMI","Cód.",",00","","","Comprar","282","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_36379.jpg"
"1778257444-215","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT174","247","Socket AMD Ryzen AM5. DDR5. RGB","Motherboard ASROCK B650M Pro X3D AM5 Wi-Fi 6E","","","","ASROCK","Cód.",",60","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40702.jpg"
"1778257444-216","https://www.infinit.com.uy/catalogo/hardware/infinit/","MAB760MSLW","248","Garantía: 3 AÑOS / NUEVO","Motherboard ASROCK B760m Steel Legend Lga Socket 1700 Para Intel Wifi Integrado 12va y 13 va Generacion","-10%","NEGRO","10","ASROCK","Cód.",",00","","","Comprar","277","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_28084.jpg"
"1778257444-217","https://www.infinit.com.uy/catalogo/hardware/infinit/","AM0063","248","Garantía: 3 AÑOS / NUEVO","Procesador Cpu AMD Ryzen 5 8400F 6 Core 4.2 Hasta 4.7Ghz Socket Am5","","GRIS","","AMD","Cód.",",00","","","Comprar","225","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_33209.jpg"
"1778257444-218","https://www.infinit.com.uy/catalogo/hardware/infinit/","IT0041","250","Garantía: 3 AÑOS / NUEVO","Procesador CPU INTEL Core i5 12400F 12va Six Core 2.5 Hasta 4.4Ghz S1700","-2%","","2","INTEL","Cód.",",00","","Consultar","","256","USD","","","Agotado","Agotado","","","",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_23041.jpg"
"1778257444-219","https://www.infinit.com.uy/catalogo/hardware/infinit/","CC9011309W","252","Garantía: 1 AÑO / NUEVO","Gabinete Gamer CORSAIR 5000D Airflow Argb 4 Fanes 120mm Con Lateral de Vidrio Templado","","","","CORSAIR","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41041.jpg"
"1778257444-220","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-GAB158","254","Garantía Funcional","Gabinete DEEPCOOL CH780 + 3 Fanes 140mm Unidos en 420mm Blanco","","","","DEEPCOOL","Cód.",",68","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos1_37463.jpg"
"1778257444-221","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT180","256","Socket 1700 Intel 12a, 13a, 14a gen. DDR5. RGB","Mother Asrock B760M PG Sonic LGA 1700 Wi-Fi 6E","","","","ASROCK","Cód.",",20","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40649.jpg"
"1778257444-222","https://www.infinit.com.uy/catalogo/hardware/infinit/","CAR58600G","257","Garantía: 3 AÑOS / NUEVO","Procesador CPU AMD Ryzen 5 86006 6 Nucleos AM5 De 4.3 Hasta 5.0Ghz Video Amd Radeon 760m","-2%","GRIS","2","AMD","Cód.",",00","","","Comprar","262","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_33604.jpg"
"1778257444-223","https://www.infinit.com.uy/catalogo/hardware/infinit/","MB990GBT30","259","Garantía: 3 AÑOS / NUEVO","Motherboard GIGABYTE B850M EAGLE WIFI6E ICE Am5 Amd Ryzen 2.5Gbe Bluetooth","","","","GIGABYTE","Cód.",",00","","","Comprar","0","USD","Nuevo","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41365.jpg"
"1778257444-224","https://www.infinit.com.uy/catalogo/hardware/infinit/","MB990GBT08","261","Garantía: 3 AÑOS / NUEVO","Motherboard GIGABYTE B840M AORUS ELITE WIFI6E Am5 Amd Ryzen Micro ATX 2.5GbE","","","","GIGABYTE","Cód.",",00","","","Comprar","0","USD","Nuevo","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41368.jpg"
"1778257444-225","https://www.infinit.com.uy/catalogo/hardware/infinit/","AC000AOR11","262","Garantía: 3 AÑOS / NUEVO","Water Cooler Liquida GIGABYTE Aorus Waterforce X240 Rgb Intel Amd","","","","GIGABYTE","Cód.",",00","","","Comprar","262","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_23818.jpg"
"1778257444-226","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT198","265","Socket AMD Ryzen AM5 DDR5","Motherboard ASROCK X870 Pro-A AM5 WiFi 7","","","","ASROCK","Cód.",",60","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40838.jpg"
"1778257444-227","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT204","265","Socket 1851 Intel Ultra. DDR5. RGB","Motherboard ASROCK B860M Steel Legend LGA 1851 WiFi","","","","ASROCK","Cód.",",60","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40835.jpg"
"1778257444-228","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXAIR54","268","Garantía: 1 AÑO / NUEVO","Gabinete CORSAIR AIR 5400 RS-R ARGB + 3 Fanes 120mm ARGB Negro CC-9011318-WW","-1%","NEGRO","1","CORSAIR","Cód.",",00","","","Comprar","271","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos1_39826.jpg"
"1778257444-229","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT195","269","Socket AMD Ryzen AM5 DDR5","Mother Asrock B850 Pro-A AM5 WiFi","","","","ASROCK","Cód.",",90","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40819.jpg"
"1778257444-230","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-MOT177","269","Socket AMD Ryzen AM5. DDR5. RGB","Motherboard ASROCK B850 Steel Legend AM5 Wi-Fi 7","","","","ASROCK","Cód.",",90","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40671.jpg"
